,0,1,2
0,0.87748413674551,-1.1777594283760158,-1.3135243396632326
1,0.8343225681439846,-1.4921487751815554,-1.2693744957859947
2,0.8053330744122772,-1.2499900540567905,-1.3629499541185273
3,0.9782231554223523,-1.2907397084238537,-1.4766548328316613
4,0.9744270180022816,-1.077138585598126,-1.443494937888877
5,2.0401984860593445,-1.6573846802911114,-2.133189314478056
6,1.0404362669894138,-1.1241324449047523,-1.512757328901285
7,0.8359070664490678,-1.0399840511885352,-1.1952550177367127
8,1.5151569082946716,-1.766198533915265,-1.7534695749988898
9,0.8667860184325396,-1.3105880552878746,-1.1654240033315246
10,1.6120627208736797,-1.517312530597269,-1.6216157228084125
11,0.9541188305180033,-1.0620323481648284,-1.270362532481783
12,0.9254897852502545,-1.4622992074670709,-1.275446117429111
13,1.7860362395083442,-2.055616948326289,-1.9854572150932501
14,2.7518418915415426,-2.5702895319137333,-2.515403914401872
15,3.2341247684550636,-2.8366404325796903,-3.001152217617497
16,1.9736576210168482,-1.8078203691934087,-1.988486243417214
17,0.9514485966666895,-1.172806250439773,-1.3495516434409924
18,2.362816259253997,-2.1069394971682844,-2.266745121070294
19,1.4348717326572624,-1.3135614223382435,-1.6837331643369786
20,1.5349428057069425,-1.6041121875926063,-1.643468956600717
21,1.3280246526047192,-1.2673654436175892,-1.6162434945513553
22,1.5671150098057745,-1.6996483244705163,-1.9340899804554945
23,1.314886893550458,-1.442708401435123,-1.5919257810509115
24,1.4260573461572237,-1.43037618278256,-1.671531876847176
25,1.0725411642527554,-1.5198720345623298,-1.3697406380474657
26,1.0485443490429784,-1.1749581923312624,-1.3880766259152306
27,1.0766475634370198,-1.245964007495637,-1.3619242163951268
28,0.9989467189534842,-1.3017958228635014,-1.3228062650221695
29,0.9556620248950193,-1.2011355460329391,-1.3590696039988992
30,0.9381943384579343,-1.2954803416425407,-1.3043438158725227
31,1.4585286145908645,-1.5840443433707694,-1.6256177354741437
32,2.1045428129744734,-1.843379418961252,-2.1598506073727504
33,2.570071298156687,-2.2621731079606375,-2.449814304937441
34,0.8667860184325396,-1.3105880552878746,-1.1654240033315246
35,0.9303535371915561,-1.424055635432402,-1.3509359190574077
36,1.6293052369430652,-1.7597398332141991,-1.7066630887752647
37,0.8667860184325396,-1.3105880552878746,-1.1654240033315246
38,1.429328260455388,-1.7023221506028239,-1.7299960069994815
39,0.9035238652241452,-1.1500866273964052,-1.2450690570811496
40,0.9416089465427582,-1.1716403547523182,-1.3947585802677342
41,2.513014086785176,-2.908597645990633,-2.6866932135661927
42,1.3225061469092338,-1.5334499504105308,-1.7082919700221655
43,1.376158457630935,-1.385924468772756,-1.693274286867133
44,1.883754026135299,-1.6201497660121906,-2.053318071074507
45,0.920365791842409,-1.4548632824866343,-1.3707715473630042
46,1.4781060312243612,-1.3334252662810582,-1.6971050032308892
47,0.9265236567194677,-1.2310611135421818,-1.4297646142312708
48,1.456700235035038,-1.3978784129549484,-1.574131259197305
49,0.7848020530890444,-1.1525626522530128,-1.1899786891949236
50,9.463874249874342,-9.092135715552622,-9.132715447595768
51,8.517196072773297,-8.163045520440727,-8.254600744731157
52,9.80315749911908,-9.428081710768481,-9.471432897671876
53,7.064562800086579,-6.889446898675464,-6.935805371969627
54,8.876584119946232,-8.561544110717936,-8.60642242757926
55,7.915326558045911,-7.625294691273825,-7.7229543917376136
56,8.899762646192627,-8.519081663599525,-8.628798362399273
57,5.2142196021129035,-5.1371711055797125,-5.209907319361941
58,8.805881770485183,-8.483913101187204,-8.524847623748185
59,6.604174660179782,-6.383723840071113,-6.5097875465529045
60,6.009467477066953,-5.955821762607495,-5.961986123615809
61,7.540301645072616,-7.239426545072676,-7.352359677434015
62,7.249029734508054,-7.0908107552777935,-7.075090886965862
63,8.630664663495928,-8.305004038196207,-8.386605530341237
64,5.999367035713104,-5.778620595956487,-5.8991379665445
65,8.567306967061924,-8.23138311866325,-8.285419812469788
66,7.972764460916266,-7.651701929453849,-7.784209839662928
67,6.9834711627698365,-6.752710373786565,-6.818888784158096
68,8.708760154988543,-8.47339115410832,-8.476782030321218
69,6.624667972102922,-6.442375669468614,-6.498641983297503
70,8.99353152548479,-8.61630120638799,-8.748552385747558
71,7.193147444959131,-6.94141147906445,-7.006720605611792
72,9.399363217401008,-9.096157241316813,-9.127573985241476
73,8.522318844924335,-8.214592860153294,-8.279838922107118
74,8.023623627882234,-7.727915072014973,-7.782513965034819
75,8.472855312244551,-8.150679532906183,-8.203198529174328
76,9.492538021122945,-9.16063445181896,-9.181999667933804
77,9.952699676015722,-9.578752391834227,-9.633131903254018
78,8.231995818980693,-7.9196026781659254,-8.012142668231863
79,5.763303919290857,-5.617228519771455,-5.665425420257922
80,6.440021541015362,-6.2849610735347605,-6.332303795082528
81,6.1705677742847955,-6.033027805067081,-6.072628789894103
82,6.718040677438009,-6.499473518669981,-6.572027193414421
83,9.59061936385512,-9.251881979048488,-9.323775549785244
84,7.892112324341022,-7.5725097289546754,-7.718608336237423
85,8.273436523878628,-7.895144785125524,-8.0407807005508
86,9.208487517788932,-8.84925257714455,-8.907362566691173
87,8.389691755329155,-8.158921830596068,-8.157327573651253
88,6.976325465346975,-6.693569463657887,-6.826148356218677
89,6.929613274318129,-6.728568724128522,-6.8020768716501205
90,7.619137225929757,-7.368685599370594,-7.453463245152802
91,8.406108596943504,-8.075860267542529,-8.168135363866242
92,6.966142724571304,-6.751577523468517,-6.811922194260392
93,5.314050353908232,-5.2524810027638145,-5.299552089284456
94,7.280051849855567,-7.030729264366057,-7.124439636211221
95,7.1614713590314025,-6.872829149525509,-6.993232936102641
96,7.263487046044524,-6.985577663804474,-7.096844535507442
97,7.835304625701497,-7.542656657146849,-7.613667992648656
98,4.673600022629409,-4.622322522932311,-4.69227693866432
99,7.092076384948748,-6.837106319049381,-6.935999212824973
100,12.314805456643738,-11.836336229084115,-11.937625194537098
101,9.735401209072595,-9.3892728306453,-9.47928617297857
102,12.397269524405129,-11.951154027009288,-11.984156354910528
103,10.917020148768733,-10.515227797848373,-10.585752487422454
104,11.783165641420593,-11.347398363972603,-11.417579117142905
105,14.24776688596638,-13.753801705384241,-13.755053884655823
106,8.171497326916105,-7.907397801222576,-8.028673899102275
107,13.16995968385851,-12.712162680124102,-12.720169268485344
108,11.734588317823832,-11.34919547763799,-11.364905394666838
109,13.22543201489195,-12.709529716672927,-12.776133521362363
110,10.206326219382477,-9.799776607121048,-9.889411159786793
111,10.515164331232343,-10.148356428541186,-10.200777143566654
112,11.348086236306756,-10.930071276893422,-10.983451743993916
113,9.659440353212155,-9.338399336432241,-9.417845298726894
114,10.225739492215844,-9.85387961735726,-9.958683305148046
115,10.809082611565186,-10.383662285264247,-10.481252730268274
116,10.844232070585191,-10.437546614304722,-10.50464321137684
117,14.647935432118425,-14.088312890172299,-14.12671935516457
118,15.145996283501026,-14.65493545251663,-14.630184752263567
119,9.546050007485574,-9.26824772652525,-9.289797483224188
120,11.986173135187142,-11.532446469670134,-11.59479710228732
121,9.31023699402034,-8.96682901203215,-9.081776552005413
122,14.505294393667848,-14.020094600671943,-14.002721075537046
123,9.56513104897251,-9.231614712562664,-9.28933107583775
124,11.632569641914811,-11.17707940790324,-11.255976352859953
125,12.448669716837633,-11.986235970078434,-12.020562629888797
126,9.262749311276773,-8.927326405711916,-9.001323127902104
127,9.344052074145834,-8.98086209668863,-9.079668040868428
128,11.25935798647415,-10.857338010639769,-10.919225990122298
129,11.941115383641229,-11.511992615807788,-11.529986989535523
130,12.963172191723737,-12.521380866098335,-12.519970936932634
131,14.150336130007977,-13.607183783047306,-13.634218353509343
132,11.3510127847953,-10.946173780041027,-11.009457785806001
133,9.694235202908361,-9.344765211030907,-9.40412456655889
134,10.59202074130441,-10.230556330170904,-10.27957437005446
135,13.556634793551417,-13.0852497311052,-13.08582312277795
136,11.426073537125058,-10.963393219213122,-11.077672353296576
137,10.7558122105852,-10.340726859775302,-10.42173211904175
138,9.077841596610629,-8.722483401798751,-8.829170333936663
139,11.237733593951676,-10.815592160216454,-10.870373652553944
140,11.726576828360612,-11.286887836034776,-11.356544853064726
141,10.873039238681487,-10.463743684687413,-10.522333792274742
142,9.735401209072595,-9.3892728306453,-9.47928617297857
143,12.28708154569312,-11.822984489870443,-11.889369409290202
144,12.01035984807449,-11.545131503635687,-11.628077191791142
145,10.882086590384372,-10.478477311418745,-10.542455781764476
146,9.924553241095497,-9.600220133147374,-9.641801873276062
147,10.419786802330218,-10.02689515968845,-10.099780635984636
148,10.866609586972215,-10.4180747948697,-10.541315661672872
149,9.624888904856327,-9.24997916617916,-9.359422492815114
